state,company_name,date_filed,county,workers_affected,city
CA,"Hyatt Corporation dba Park Hyatt Aviara Resort Golf
Club and Spa",,San Diego County,,Carlsbad
CA,YogaWorks,,San Francisco County,,San Francisco
CA,Hyatt Corporation dba Hyatt Regency San Francisco,,San Francisco County,,San Francisco
CA,Sky Chefs Inc.,,Los Angeles County,,Los Angeles
CA,"IHG (Intercontinental Hotels Group) Management serving
at Crowne Plaza Hotel LAX",,Los Angeles County,,Los Angeles
CA,"InterContinental Hotels Group Resources, LLC serving at
Staybridge Suites SFO",,San Mateo County,,San Bruno
CA,Blackhawk Country Club,,Contra Costa County,,Danville
CA,"Coldwater, LLC",,Los Angeles County,,North Hollywood
CA,Hyatt Corporation dba Hyatt Regency Long Beach,,Los Angeles County,,Long Beach
CA,Hyatt Corporation dba Carmel Valley Ranch,,Monterey County,,Carmel
CA,Hyatt Corporation dba Carmel Valley Ranch,,Monterey County,,Carmel
CA,Hyatt Corporation dba Hyatt Regency Orange County,,Orange County,,Garden Grove
CA,Hoag Memorial Hospital Presbyterian,,Orange County,,Newport Beach
CA,Hyatt Regency Orange County,,Orange County,,Garden Grove
CA,IHG Management LLC,,Orange County,,Anaheim
CA,"Disney Destinations, LLC",,Orange County,,Anaheim
CA,Disney Entertainment Productions,,Orange County,,Anaheim
CA,Disney Entertainment Productions,,Orange County,,Orange
CA,"DVD, Inc.",,Orange County,,Anaheim
CA,"Walt Disney Travel Co., Inc.",,Orange County,,Anaheim
CA,TriWest,,Sacramento County,,Rancho Cordova
CA,**JC Penney (Cancelled),,San Bernardino County,,San Bernardino
CA,"Walt Disney Parks and Resorts U.S.,",,San Bernardino County,,Ontario
CA,Hyatt Corporation dba Hyatt Regency La Jolla,,San Diego County,,San Diego
CA,Stones South Bay Corp. dba Seven Mile Casino,,San Diego County,,Chula Vista
CA,"**CoreLogic Credco, LLC (Cancelled)",,San Diego County,,San Diego
CA,Hyatt Corporation dba Grand Hyatt San Diego,,San Diego County,,San Diego
CA,Hyatt Corporation dba Grand Hyatt San Francisco,,San Francisco County,,San Francisco
CA,nVent Thermal LLC,,San Mateo County,,Redwood City
CA,nVent Thermal,,San Mateo County,,Redwood City
CA,Flex,,Santa Clara County,,Milpitas
CA,Hyatt Corporation,,Santa Clara County,,Santa Clara
CA,Hyatt Corporation dba Hyatt Regency Santa Clara,,Santa Clara County,,Santa Clara
CA,"Intercontinental Hotels Group Resources, LLC servicing
Staybridge Suites Chatsworth",,Los Angeles County,,Chatsworth
CA,AltaMed,,Los Angeles County,,Commerce
CA,Allergan plc,,Orange County,,Irvine
CA,Rancho Valencia Resort & Spa (RVR),,San Diego County,,Rancho Santa Fe
CA,"Delta C, LP dba Kings Card Club and Westlane Card
Room",,San Joaquin County,,Stockton
CA,IHG Management (Intercontinental Hotels Group),,Santa Clara County,,Milpitas
CA,"Corning Optical Communications LLC DBA TR
Manufacturing",,Alameda County,,Union City
CA,"Grapevine Entertainment, Inc",,Kern County,,Bakersfield
CA,Hollywood and Vine Club LLC,,Los Angeles County,,Los Angeles
CA,Horizon Air - Los Angeles International Airport,,Los Angeles County,,Los Angeles
CA,Ruth's Chris Steak House,,Los Angeles County,,Beverly Hills
CA,IHG Management LLC,,Orange County,,Anaheim
CA,The Westin Mission Hills Golf Resort & Spa,,Riverside County,,Rancho Mirage
CA,Deja Vu Showgirls - Sacramento LLC,,Sacramento County,,Rancho Cordova
CA,PSG California LLC,,San Bernardino County,,Grand Terrace
CA,PSG California LLC,,San Bernardino County,,Grand Terrace
CA,Ontario Food & Beverage LLC,,San Bernardino County,,Ontario
CA,Showgirls of San Diego,,San Diego County,,San Diego
CA,"Stockton Enterprises, LLC",,San Joaquin County,,Stockton
CA,Vince LLC,,Santa Clara County,,Palo Alto
CA,Levy Premium Foodservice Limited Partnership,,Santa Clara County,,Santa Clara
CA,"Amentum,",,San Diego County,,San Diego
CA,The Westin St. Francis San Francisco On Union Square,,San Francisco County,,San Francisco
CA,Veritiv Operating Company,,Los Angeles County,,Downey
CA,Hyatt Corporation dba Grand Hyatt San Diego,,San Diego County,,San Diego
CA,NortonLifeLock Inc.,,Santa Clara County,,Mountain View
CA,Aloft El Segundo Los Angeles,,Los Angeles County,,El Segundo
CA,"Universal City Studios, LLC dba Universal Studios
Hollywood",,Los Angeles County,,Universal City
CA,"NBCUniversal Media, LLC",,Los Angeles County,,Universal City
CA,"Universal City Studios, LLC dba Universal Studios
Hollywood",,Los Angeles County,,Universal City
CA,"Universal City Studios, LLC dba Universal Studios
Hollywood",,Los Angeles County,,Universal City
CA,Mendocino Coast District Hospital,,Mendocino County,,Fort Bragg
CA,Bon Appetit Management Co. operation at Airbnb,,San Francisco County,,San Francisco
CA,"Ichor Systems, Inc.",,Alameda County,,Union City
CA,ClassPass Inc.,,San Francisco County,,San Francisco
CA,"InterContinental Hotels Group Resources, LLC (IHG)",,Santa Clara County,,San Jose
CA,Centric Brands Inc.,,Los Angeles County,,Los Angeles
CA,Centric Brands,,Los Angeles County,,Los Angeles
CA,"All About Parking, Inc. (AAP)",,San Mateo County,,San Mateo
CA,Kaiser Foundation,,Stanislaus County,,Modesto
CA,Electro Rent,,Los Angeles County,,Canoga Park
CA,Chevron,,Los Angeles County,,El Segundo
CA,Adventist Health Howard Memorial,,Mendocino County,,Willits
CA,"MV Transportation, Inc. - Omni Trans/San Bernardino",,San Bernardino County,,San Bernardino
CA,ABM Aviation LAX Employee Parking Shuttle,,Los Angeles County,,Los Angeles
CA,"Bottling Group, LLC",,Los Angeles County,,Baldwin Park
CA,"Trio Engineered Products, Inc.",,Los Angeles County,,Azusa
CA,Shultz Steel Company,,Los Angeles County,,South Gate
CA,IMAX,,Los Angeles County,,Playa Vista
CA,"Wencor Group, LLC dba PHS MWA CORP",,Riverside County,,Temecula
CA,Hyatt Corporation dba Hyatt Regency Sacramento,,Sacramento County,,Sacramento
CA,Springville Berry Farms LLC,,Ventura County,,Camarillo
CA,"Southern Glazer's Wine and Spirits, LLC",,Tehama County,,Red Bluff
CA,Juul Labs,,Santa Clara County,,Mountain View
CA,"Mount Hermon Association, Inc.",,Santa Cruz County,,Felton
CA,"Duty Free North America-Los Angeles International
Airport",,Los Angeles County,,Los Angeles
CA,"Sheraton Operating Corporation dba The St. Regis San
Francisco",,San Francisco County,,San Francisco
CA,Electro Rent Corporation,,Los Angeles County,,Canoga Park
CA,Club One Casino,,Fresno County,,Fresno
CA,"Bill Wright, Inc. dba Bill Wright Toyota",,Kern County,,Bakersfield
CA,"Union Supply Group, Inc.",,Los Angeles County,,Compton
CA,DFS Group L.P.,,Los Angeles County,,Torrance
CA,Paradies Lagardere @ LAX,,Los Angeles County,,Los Angeles
CA,Adventist Health Reedley,,Fresno County,,Reedley
CA,Adventist Health Hanford,,Kings County,,Hanford
CA,Kaiser Foundation Hospitals,,Santa Clara County,,San Jose
CA,Walmart,,Santa Clara County,,Sunnyvale
CA,"ABM Aviation, Inc.",,Los Angeles County,,Los Angeles
CA,"Lettuce Entertain You Enterprises, Inc.",,Los Angeles County,,Los Angeles
CA,"Lettuce Entertain You Enterprises, Inc.",,Los Angeles County,,Santa Monica
CA,Scripps Health,,San Diego County,,La Jolla
CA,Scripps Corporate Office Campus Point,,San Diego County,,San Diego
CA,"Hamrock, Inc.",,Los Angeles County,,Santa Fe Springs
CA,Gate Gourmet,,San Francisco County,,San Francisco
CA,The Boeing Company,,Orange County,,Seal Beach
CA,DACA - De Anza Cupertino Aquatics,,Santa Clara County,,San Jose
CA,Transform CO,,Los Angeles County,,West Hills
CA,Mariott Resorts Hospitality Corporation,,San Diego County,,San Diego
CA,"Compass Group USA, Inc. DBA Chartwells at San Jose
State University",,Santa Clara County,,San Jose
CA,Levy Premium Foodservice Limited Paitnership,,Alameda County,,Oakland
CA,"SSA Group, LLC",,Monterey County,,Monterey
CA,HMSHost,,San Mateo County,,South San Francisco
CA,HMSHost-San Jose International Airport,,Santa Clara County,,San Jose
CA,"Taste, Inc.",,Sacramento County,,Sacramento
CA,"Intercontinental Hotels Group Resources, LLC",,San Diego County,,San Diego
CA,"BPR Properties Management, LLC dba BPR HOTELS",,Alameda County,,Berkeley
CA,Hilton Checkers Los Angeles,,Los Angeles County,,Los Angeles
CA,"Red Bull North America, Inc. and Red Bull Media House
North America, Inc.",,Los Angeles County,,Santa Monica
CA,"Glossier, Inc.",,Los Angeles County,,Los Angeles
CA,Centric Brands Inc.,,Los Angeles County,,Los Angeles
CA,"Centric Brands, Inc. dba Joe's Jeans Los Angeles
Showroom",,Los Angeles County,,Los Angeles
CA,"Purple Communications, Inc.",,Placer County,,Rocklin
CA,"Communication Test Design, Inc.",,Placer County,,Lincoln
CA,"Channel Control Merchants, LLC",,San Bernardino County,,Fontana
CA,"LEGOLAND California LLC dba LEGOLAND California
Resort",,San Diego County,,Carlsbad
CA,Portola/Alexion,,San Mateo County,,South San Francisco
CA,The Clift Royal Sonesta Hotel,,San Francisco County,,San Francisco
CA,Crestline Hotels & Resorts-Marriott Fisherman's Wharf,,San Francisco County,,San Francisco
CA,Fanatics,,San Francisco County,,San Francisco
CA,"Spicers Paper, Inc.",,Los Angeles County,,Santa Fe Springs
CA,"Lawry's Restaurants, Inc.",,Los Angeles County,,Beverly Hills
CA,"Sheraton Operating Corporation DBA The Westin South
Coast Plaza",,Orange County,,Costa Mesa
CA,DT Employer LLC,,San Bernardino County,,Ontario
CA,DT Employer LLC,,San Bernardino County,,Ontario
CA,"Martiz Holdings, Inc.",,Los Angeles County,,Torrance
CA,Sodexo Inc,,Los Angeles County,,Los Angeles
CA,"Marriott Hotel Services, Inc., DBA Torrance Marriott
Redondo Beach",,Los Angeles County,,Torrance
CA,"Hillphoenix dba Anthony, Inc.",,Los Angeles County,,Sylmar
CA,Green Dot Corp,,Los Angeles County,,Pasadena
CA,"Marriott Hotel Services, Inc.",,Monterey County,,Monterey
CA,TGI Friday's Inc,,Orange County,,Westminster
CA,"Communications Test Design, Inc.",,Placer County,,Lincoln
CA,"Renaissance Hotel Operating Co. DBA Renaissance
Esmeralda Resort and Spa",,Riverside County,,Indian Wells
CA,"Ritz-Carlton Hotel Company LLC DBA Ritz-Carlton,
Rancho Mirage",,Riverside County,,Rancho Mirage
CA,Hotel Nia,,San Mateo County,,Menlo Park
CA,Safran Seats,,Santa Barbara County,,Santa Maria
CA,Bon Appetit,,Santa Clara County,,Sunnyvale
CA,Jabil Inc,,Santa Clara County,,San Jose
CA,Budget 8 LTD dba E-Z 8 Motel,,Santa Clara County,,San Jose
CA,VillaSport Club & Spa,,Santa Clara County,,San Jose
CA,"Sodexo, Inc.",,Ventura County,,Simi Valley
CA,Los Angeles Philharmonic Association,,Los Angeles County,,Los Angeles
CA,"Galpin Motors, Inc.",,Los Angeles County,,North Hills
CA,"Galpin Motors, Inc.",,Los Angeles County,,Mission Hills
CA,Rosa Mexicano,,San Francisco County,,San Francisco
CA,Stanford University,,Santa Clara County,,Stanford
CA,Stanford University,,Santa Clara County,,Stanford
CA,"Precision Founders, Inc. dba PCC Structurals",,Alameda County,,Hayward
CA,San Francisco Symphony,,San Francisco County,,San Francisco
CA,San Francisco Symphony,,San Francisco County,,San Francisco
CA,"Gatan, Inc",,Alameda County,,Pleasanton
CA,"Company 3 Method Inc. fka Deluxe Creative Services
Inc.",,Los Angeles County,,Los Angeles
CA,"Company 3 Method Inc. fka Deluxe Creative Services
Inc.",,Los Angeles County,,Los Angeles
CA,"Company 3 Method Inc. fka Deluxe Creative Services
Inc.",,Los Angeles County,,Santa Monica
CA,"Company 3 Method Inc. fka Deluxe Creative Services,
Inc.",,Los Angeles County,,Burbank
CA,Company 3 Method Inc. fka Deluxe Creative Services,,Los Angeles County,,Burbank
CA,"Company 3 Method Inc. fka Deluxe Creative Services
Inc.",,Los Angeles County,,Los Angeles
CA,"Company 3 Method Inc. fka Deluxe Creative Services
Inc.",,Los Angeles County,,Los Angeles
CA,"Company 3 Method Inc. fka Deluxe Creative Services
Inc.",,Los Angeles County,,Santa Monica
CA,AIO Acquisition Inc.,,San Bernardino County,,Ontario
CA,AIO Acquisition Inc.,,San Bernardino County,,Ontario
CA,"Universal City Studios, LLC dba Universal Studios
Hollywood",,Los Angeles County,,Universal City
CA,Kinkisharyo International LLC,,Los Angeles County,,Palmdale
CA,Aramark -Asilomar,,Monterey County,,Pacific Grove
CA,Pacific Life Insurance Company,,Orange County,,Newport Beach
CA,Lehigh Southwest Cement Company,,Santa Clara County,,Cupertino
CA,Equinox - Sports Club LA,,Los Angeles County,,Los Angeles
CA,Aldo US Inc. Store 2067,,Santa Clara County,,Santa Clara
CA,"Intercontinental Hotels Group Resources, LLC (IHG)",,Santa Clara County,,Santa Clara
CA,"InterContinental Hotels Group Resources, LLC (IHG)",,Santa Clara County,,Sunnyvale
CA,"Thermal Structures, Inc.",,Riverside County,,Corona
CA,Regal Cinemas,,Solano County,,Fairfield
CA,Aldo US Inc. Store 2072,,Los Angeles County,,Los Angeles
CA,"Aldo US Inc., Store 2081",,Los Angeles County,,Arcadia
CA,"Aldo US Inc., Store 2077",,Sacramento County,,Sacramento
CA,Aldo US Inc. Store 2144,,Santa Clara County,,San Jose
CA,Aldo US Inc.,,Ventura County,,Ventura
CA,VFC,,Alameda County,,Alameda
CA,Araca Merchandise LP.,,Los Angeles County,,San Fernando
CA,"Alcatraz Cruises, LLC",,San Francisco County,,San Francisco
CA,"Wheel Pros, LLC",,Los Angeles County,,Rancho Dominguez
CA,"Intercept Pharmaceuticals, Inc.",,San Diego County,,San Diego
CA,Orora Visual LLC,,Los Angeles County,,Los Angeles
CA,Maritz Holdings Inc.,,Los Angeles County,,Torrance
CA,Carlton Forge Works,,Los Angeles County,,Paramount
CA,Amtrak,,Los Angeles County,,Los Angeles
CA,Molson Coors Beverage Company,,Los Angeles County,,Baldwin Park
CA,Silgan Containers,,Stanislaus County,,Riverbank
CA,"Park Management Corp. - Six Flags Hurricane Harbor
Concord",,Contra Costa County,,Concord
CA,TAMCO,,San Bernardino County,,Rancho Cucamonga
CA,PIH Health Hospital - Whittier,,Los Angeles County,,Whittier
CA,PIH Health Hospital - Downey,,Los Angeles County,,Downey
CA,PIH Health Hospital - Downey,,Los Angeles County,,Downey
CA,PIH Health Hospital - Whittier,,Los Angeles County,,Whittier
CA,PIH Health Hospital - Downey,,Los Angeles County,,Downey
CA,PIH Health Hospital - Downey,,Los Angeles County,,Downey
CA,"Payne's Janitorial Services, Inc.",,Orange County,,La Habra
CA,Hawaiian Gardens Casino,,Los Angeles County,,Hawaiian Gardens
CA,"Crescent Hotels and Resorts, LLC",,Sacramento County,,Sacramento
CA,Boys & Girls Clubs of Greater San Diego,,San Diego County,,San Diego
CA,San Diego Convention Center Corporation,,San Diego County,,San Diego
CA,Hotel Nikko San Francisco,,San Francisco County,,San Francisco
CA,"iHeartMedia + Entertainment, Inc., Premiere Networks,
Inc. and iHeartMedia Management Services, Inc.",,Los Angeles County,,Burbank
CA,"iHeartMedia + Entertainment, Inc., Premiere Networks,
Inc. and iHeartMedia Management Services, Inc.",,Los Angeles County,,Hollywood
CA,"VHG Beverly Hills, LLC",,Los Angeles County,,Beverly Hills
CA,"Hyatt Corporation dba Hyatt Regency Huntington Beach
Resort and Spa",,Orange County,,Huntington Beach
CA,Natomas Sports Club,,Sacramento County,,Sacramento
CA,"WASH Multifamily Laundry Systems, LLC",,Sacramento County,,Sacramento
CA,"Becton, Dickinson and Company (&ldquo;BD&rdquo;)",,San Diego County,,San Diego
CA,SodexoMAGIC,,Orange County,,Anaheim
CA,"Ichor Systems, Inc.",,Alameda County,,Union City
CA,Ace Beverage LLC,,Los Angeles County,,Los Angeles
CA,Ace Beverage LLC,,Los Angeles County,,Los Angeles
CA,"Service King Paint & Body, LLC.",,Santa Clara County,,Mountain View
CA,"Service King Paint & Body, LLC.",,Santa Clara County,,San Jose
CA,"Service King Paint & Body, LLC.",,Santa Clara County,,Santa Clara
CA,Saint Agnes Medical Center,,Fresno County,,Fresno
CA,Gulfstream,,Los Angeles County,,Long Beach
CA,DAMAC Products LLC,,Los Angeles County,,La Mirada
CA,Foto-Kem Industries Inc.,,Los Angeles County,,Burbank
CA,"Foto-Kem Industries, Inc. Satellite Office #2",,Los Angeles County,,Los Angeles
CA,"Foto-Kem Industries, Inc. Satellite office #5",,Los Angeles County,,Santa Monica
CA,Renaissance Newport Beach Hotel,,Orange County,,Newport Beach
CA,Howmet Aerospace,,San Bernardino County,,Rancho Cucamonga
CA,"Newport Diversified, Inc.",,San Diego County,,El Cajon
CA,Residence Inn San Diego Mission Valley,,San Diego County,,San Diego
CA,"Evans Hotels, LLC dba Catamaran Resort Hotel and Spa",,San Diego County,,San Diego
CA,"Evans Hotels, LLC dba The Lodge at Torrey Pines",,San Diego County,,La Jolla
CA,"Universal City Studios, LLC dba Universal Studios
Hollywood",,Los Angeles County,,Universal City
CA,"Lehigh Southwest Cement Company dba Lehigh Hanson
Services LLC",,Santa Clara County,,Cupertino
CA,Oakland YMCA,,Alameda County,,Oakland
CA,Hilltop Family YMCA,,Contra Costa County,,Richmond
CA,Irvin Deutsher Family YMCA,,Contra Costa County,,Pleasant Hill
CA,"Production Resource Group, L.L.C.",,Los Angeles County,,San Fernando
CA,"Production Resource Group, L.L.C.",,Los Angeles County,,San Fernando
CA,"Production Resource Group, L.L.C..",,Los Angeles County,,Glendale
CA,Golden Gate National Parks Conservancy,,San Francisco County,,San Francisco
CA,Jabil Inc.,,Santa Clara County,,San Jose
CA,John F. Kennedy University,,Contra Costa County,,Pleasant Hill
CA,Dynamic Aviation,,Contra Costa County,,Concord
CA,Designed Metal Connections dba Permaswage,,Los Angeles County,,Gardena
CA,"Fanatics Retail Group Concessions, LLC - Los Angeles
Football Club",,Los Angeles County,,Los Angeles
CA,Drybar Holdings LLC,,Orange County,,Newport Beach
CA,Angels Baseball LP,,Orange County,,Anaheim
CA,"Benchmark Arrowhead, LLC dba Lake Arrowhead Resort
and Spa",,San Bernardino County,,Lake Arrowhead
CA,"Compass Group USA, Inc. d/b/a Eurest",,San Francisco County,,San Francisco
CA,Hitachi Vantara,,Santa Clara County,,Santa Clara
CA,"P.A. Staffing, LLC Nobu Hotel Palo Alto",,Santa Clara County,,Palo Alto
CA,"American Directions Research Group, inc.",,Shasta County,,Redding
CA,"FHR Claremont Hotel Management Company, LLC, a
Delaware Limited Liability company dba Claremont Hote",,Alameda County,,Berkeley
CA,National Football League,,Los Angeles County,,Culver City
CA,Lehigh Southwest Cement Company,,Santa Clara County,,Cupertino
CA,Lehigh Southwest Cement Company,,Santa Clara County,,Cupertino
CA,"Production Resource Group, L.L.C.",,Los Angeles County,,Glendale
CA,"Production Resource Group, L.L.C.",,Los Angeles County,,Glendale
CA,"Paradigm Talent Agency, LLC",,Monterey County,,Monterey
CA,"Active Wellness LLC dba Tri-City Wellness and Fitness
Center",,San Diego County,,Carlsbad
CA,Bon Appetit Management Co - Biola University,,Los Angeles County,,La Mirada
CA,"Bon Appetit Management Co. - Huntington Library and
Botanical Gardens",,Los Angeles County,,San Marino
CA,Progressive Gaming LLC dba Commerce Casino,,Los Angeles County,,Commerce
CA,"Quibi Holdings, LLC",,Los Angeles County,,Los Angeles
CA,Deluxe Media Inc.,,Los Angeles County,,Burbank
CA,Panasonic Avionics Corporation,,Orange County,,Lake Forest
CA,Teradata Corporation,,San Diego County,,San Diego
CA,Hyatt Corporation - Andaz San Diego,,San Diego County,,San Diego
CA,Bay Club Carmel Valley,,San Diego County,,San Diego
CA,bon Appetit - University of the Pacific,,San Joaquin County,,Stockton
CA,The Bay Club Company,,San Mateo County,,Burlingame
CA,Deluxe Media Inc.,,Los Angeles County,,Burbank
CA,Bon Appetit - University of San Francisco,,San Francisco County,,San Francisco
CA,Bon Appetit,,Santa Clara County,,Santa Clara
CA,CMA CGM (America) LLC,,Orange County,,Newport Beach
CA,"Saba, a Subsidiary of Coernerstone OnDemand",,Alameda County,,Dublin
CA,Blackhawk Country Club,,Contra Costa County,,Danville
CA,Cornerstone OnDemand,,Los Angeles County,,Santa Monica
CA,"Weber Metals, Inc.",,Los Angeles County,,Paramount
CA,"Tropitone Furniture Company, Inc.",,Orange County,,Irvine
CA,Eaton,,Orange County,,Santa Ana
CA,"Integrated Oncology Network, LLC",,Orange County,,Corona Del Mar
CA,"Marvell Semiconductor, Inc.",,Santa Clara County,,Santa Clara
CA,Couch Distributing Company Inc.,,Santa Cruz County,,Watsonville
CA,Hollywood Park Casino Company,,Los Angeles County,,Inglewood
CA,Pebble Beach Resorts,,Monterey County,,Pebble Beach
CA,Leach International Corporation,,Orange County,,Buena Park
CA,"Radisson Hotel Fresno Conference Center-Evolution
Hospitality",,Fresno County,,Fresno
CA,"Evolution Hospitality dba Cambria Hotel & Suites
Anaheim",,Orange County,,Anaheim
CA,Wells Fargo,,San Francisco County,,San Francisco
CA,Robert Half International Inc.,,Contra Costa County,,San Ramon
CA,"MRI Manufacturing, Inc.",,Los Angeles County,,Santa Monica
CA,California Institute of Technology,,Los Angeles County,,Pasadena
CA,California Institute of Technology,,Los Angeles County,,Pasadena
CA,"Makita U.S.A., Inc.",,Los Angeles County,,La Mirada
CA,Centric Brands Inc.,,Los Angeles County,,Los Angeles
CA,True Leaf Farms,,Monterey County,,Gonzales
CA,Hotel Valencia,,Santa Clara County,,San Jose
CA,"Universal City Studios, LLC dba Universal Studios
Hollywood",,Los Angeles County,,Universal City
CA,"Disney Destinations, LLC",,Orange County,,Anaheim
CA,Disney Entertainment Productions,,Orange County,,Anaheim
CA,"Walt Disney Travel Co., Inc.",,Orange County,,Anaheim
CA,APL Logistics (APLL),,San Bernardino County,,Redlands
CA,Airport Management Services and Hudson Group,,Santa Clara County,,San Jose
CA,"Precision Founders, Inc dba PCC Structurals",,Alameda County,,San Leandro
CA,Collins Aerospace,,San Diego County,,Chula Vista
CA,Hyatt Corporation dba Grand Hyatt San Francisco,,San Francisco County,,San Francisco
CA,PayPal,,Santa Clara County,,San Jose
CA,Airport Management Services and Hudson Group,,Santa Clara County,,San Jose
CA,"Tailored Shared Services, Inc.",,Alameda County,,Fremont
CA,URW-Unibail-Rodamco-Westfield,,Los Angeles County,,Los Angeles
CA,Princess Cruise lines Ltd,,Los Angeles County,,Santa Clarita
CA,Santa Monica Georgian Management LLC,,Los Angeles County,,Santa Monica
CA,Optimist Youth Homes & Family Services,,Los Angeles County,,Los Angeles
CA,"LTF Club Management Company, LLC dba Life Time In
La Jolla",,San Diego County,,La Jolla
CA,West Coast Tomato Growers,,San Diego County,,Oceanside
CA,Hotel Del Coronado,,San Diego County,,Coronado
CA,Hyatt Corporation dba Hyatt Regency San Francisco,,San Francisco County,,San Francisco
CA,Hyatt Corporation dba Grand Hyatt at SFO,,San Francisco County,,San Francisco
CA,"J Brand, Inc.",,Ventura County,,Camarillo
CA,Craft Beer Guild Distributing,,Los Angeles County,,Cerritos
CA,Valiant Integrated Services,,San Bernardino County,,Fort Irwin
CA,"Walt Disney Parks and Resorts U.S., Inc.",,San Bernardino County,,Ontario
CA,"Walt Disney Parks and Resorts U.S., Inc",,San Bernardino County,,Ontario
CA,Aramark,,Santa Clara County,,Milpitas
CA,Aramark,,Santa Clara County,,San Jose
CA,"Sun Pacific Farming Cooperative, Inc.",,Tulare County,,Exeter
CA,PAE,,Kings County,,Lemoore
CA,"RBI Packing, LLC",,Riverside County,,Thermal
CA,"Richard Bagdasarian, Inc.",,Riverside County,,Mecca
CA,CSAA Insurance Group,,Solano County,,Fairfield
CA,National Oilwell Varco,,Orange County,,Orange
CA,Hoag Memorial Hospital Presbyterian,,Orange County,,Newport Beach
CA,"Wencor Group, LLC PHS MWA Corp",,Riverside County,,Temecula
CA,Hartwell Corporation,,San Bernardino County,,Placentia
CA,Hartwell Corporation,,San Bernardino County,,Rancho Cucamonga
CA,TriWest Healthcare Alliance,,San Diego County,,San Diego
CA,Sodexo Inc.,,Los Angeles County,,Los Angeles
CA,"Southwest Airlines - Norman Y. Mineta San Jose
International Airport",,Santa Clara County,,San Jose
CA,Westside Tavern,,Los Angeles County,,Los Angeles
CA,Athletics Investment Group LLC,,Alameda County,,Oakland
CA,Full Steam Staffing,,Glenn County,,Orland
CA,"Edition Management LLC dba The West Hollywood
EDITION",,Los Angeles County,,West Hollywood
CA,TridentCare,,Los Angeles County,,Burbank
CA,Napa Valley Casino,,Napa County,,American Canyon
CA,"Marriott Hotel Services, Inc. dba The Anaheim Marriott
Hotel",,Orange County,,Anaheim
CA,"WeWork Companies, Inc. dba WeWork",,San Francisco County,,San Francisco
CA,"Vince, LLC",,Ventura County,,Camarillo
CA,ABM Aviation,,Santa Clara County,,San Jose
CA,TAMCO,,San Bernardino County,,Rancho Cucamonga
CA,Cohen Restaurant Group,,San Diego County,,San Diego
CA,Adventist Health Home Care,,Butte County,,Chico
CA,CorePower Yoga LLC,,Contra Costa County,,Berkeley
CA,Dun & Bradstreet,,Los Angeles County,,Malibu
CA,Metroplitan Oakland International Airport,,Alameda County,,Oakland
CA,Southwest Airlines,,Alameda County,,Los Angeles
CA,"Kinkisharyo International, LLC",,Los Angeles County,,Palmdale
CA,Sheraton Park Hotel at the Anaheim Resort,,Orange County,,Anaheim
CA,Kings Seafood Company,,Los Angeles County,,Los Angeles
CA,Soho Warehouse,,Los Angeles County,,Los Angeles
CA,Kaiser Foundation Hospitals,,Santa Clara County,,San Jose
CA,RockSugar Southeast Asian Kitchen,,Los Angeles County,,Los Angeles
CA,"Kirkhill, Inc.",,Orange County,,Brea
CA,"Hosopo, Corporation",,Riverside County,,Hemet
CA,"Greenberry Industrial, LLC",,Solano County,,Fairfield
CA,"Tricap International, LLC",,Los Angeles County,,Rancho Dominguez
CA,"Flying Food Group, LLC",,San Mateo County,,South San Francisco
CA,Hotel Casa Del Mar,,Los Angeles County,,Santa Monica
CA,Claremont McKenna College,,Los Angeles County,,Claremont
CA,"Temple City Baekjeong, LLC",,Los Angeles County,,Temple City
CA,In Shape Health Clubs,,Santa Cruz County,,Capitola
CA,In-Shape Health Clubs,,Solano County,,Vacaville
CA,"Universal City Studios, LLC dba Universal Studios
Hollywood",,Los Angeles County,,Universal City
CA,Bon Appetit Management Co.,,Los Angeles County,,Burbank
CA,"Interstate Management Co. LLC dba Perry Lang's
Yountville Restaurant at The Estate",,Napa County,,Yountville
CA,"Evolution Hospitality dba Cambria Hotel & Suites
Anaheim",,Orange County,,Anaheim
CA,Blackhawk Country Club,,Contra Costa County,,Danville
CA,UPS Supply Chain Solutions,,San Bernardino County,,Fontana
CA,VillaSport Club & Spa,,Santa Clara County,,San Jose
CA,"Zoological Society of San Diego dba San Diego Zoo
Global",,San Diego County,,San Diego
CA,Paramount Recovery Services,,Santa Clara County,,Sunnyvale
CA,Paramount Recovery Service,,Ventura County,,Simi Valley
CA,Centric Brands Inc.,,Los Angeles County,,Los Angeles
CA,"Hyatt Corporation, Andaz West Hollywood",,Los Angeles County,,West Hollywood
CA,VH Property Corp dba Trump National Golf Club,,Los Angeles County,,Rancho Palos Verdes
CA,IAP Worldwide Services Inc.,,Fresno County,,Fresno
CA,"Blackstone Gaming LLC dba Larry Flynt's Lucky Lady
Casino",,Los Angeles County,,Gardena
CA,La Quinta Resort Club US,,Riverside County,,La Quinta
CA,Blackstone Gaming LLC at Casino M8trix,,Santa Clara County,,San Jose
CA,TE Connectivity,,Santa Clara County,,Campbell
CA,"Century Blinds, Inc.",,Riverside County,,Corona
CA,"Southwest Airlines, Metropolitan Oakland International
Airport",,Alameda County,,Oakland
CA,"Southwest Airlines - Metropolitan Oakland International
Airport",,Alameda County,,Oakland
CA,Southwest Airlines - Hollywood Burbank Airport,,Los Angeles County,,Burbank
