state,company_name,date_filed,county,workers_affected,city
CA,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",,Santa Clara County,,
CA,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",,Santa Clara County,,
CA,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",,Solano County,,
CA,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",,Sonoma County,,
CA,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",,Sonoma County,,
CA,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",,Stanislaus County,,
CA,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",,Ventura County,,
CA,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",,Ventura County,,
CA,"Advance Stores Company, Incorporated and its subsidiary,
Golden State Supply LLC",,Yolo County,,
CA,Boeing,,Alameda County,,
CA,Boeing,,Kern County,,
CA,Boeing,,Kings County,,
CA,Boeing,,Los Angeles County,,
CA,Boeing,,Los Angeles County,,
CA,Boeing,,Los Angeles County,,
CA,Boeing,,Los Angeles County,,
CA,Boeing,,Orange County,,
CA,Boeing,,Orange County,,
CA,Boeing,,Orange County,,
CA,Boeing,,San Bernardino County,,
CA,Boeing,,San Diego County,,
CA,Boeing,,San Diego County,,
CA,Boeing,,Santa Barbara County,,
CA,Boeing,,Santa Clara County,,
CA,Boeing,,Ventura County,,
CA,"Michaels Stores, Inc. dba Moskatels",,Los Angeles County,,
CA,Del Friscos Grille,,Orange County,,
CA,JPMorgan Chase,,San Francisco County,,
CA,JPMorgan Chase,,San Francisco County,,
CA,Urban Alchemy,,San Francisco County,,
CA,"Old Custom House, Inc.",,San Luis Obispo County,,
CA,ABL Space Systems Company,,Los Angeles County,,
CA,"23andMe, Inc.",,San Mateo County,,
CA,"23andMe, Inc.",,Santa Clara County,,
CA,"Veritas Technologies, LLC",,Santa Clara County,,
CA,"GoForward, Inc.",,Orange County,,
CA,"GoForward, Inc.",,San Francisco County,,
CA,"Joslyn Sunbank Company, LLC",,San Luis Obispo County,,
CA,LifeCare Assurance Company,,Los Angeles County,,
CA,Visa,,San Francisco County,,
CA,Visa,,San Mateo County,,
CA,"Orora Packaging Solutions dba Manufactured Packaging
Products",,Orange County,,
CA,"Universal Protection Service, LP dba Allied Universal Security
Services",,Orange County,,
CA,"Universal Protection Service, LP dba Allied Universal Security
Services",,Orange County,,
CA,"Universal Protection Service, LP dba Allied Universal Security
Services",,San Bernardino County,,
CA,"Universal Protection Service, LP dba Allied Universal Security
Services",,San Bernardino County,,
CA,Paramount Global,,Los Angeles County,,
CA,Paramount Global,,Los Angeles County,,
CA,Paramount Global,,Los Angeles County,,
CA,AT&T,,Contra Costa County,,
CA,AT&T,,Contra Costa County,,
CA,"Modern HR, Inc dba The Kooples Bloom, Inc.",,Los Angeles County,,
CA,"Modern HR, Inc dba The Kooples Bloom, Inc.",,Los Angeles County,,
CA,"Modern HR, Inc dba The Kooples Bloom, Inc.",,Los Angeles County,,
CA,"Modern HR, Inc dba The Kooples Bloom, Inc.",,Los Angeles County,,
CA,"Modern HR, Inc dba The Kooples Bloom, Inc.",,Orange County,,
CA,"Modern HR, Inc dba The Kooples Bloom, Inc.",,San Diego County,,
CA,"Modern HR, Inc dba The Kooples Bloom, Inc.",,Santa Clara County,,
CA,"Modern HR, Inc dba The Kooples Bloom, Inc.",,Santa Clara County,,
CA,"Shadow Holdings, LLC dba Bright Innovation Labs",,Los Angeles County,,
CA,Clark Pacific,,San Bernardino County,,
CA,"Harbor Electronics, Inc.",,Santa Clara County,,
CA,"McLane Foodservice Distribution, Inc.",,San Bernardino County,,
CA,"Ovations Fanfare, L.P. dba OVG Hospitality",,Alameda County,,
CA,"Kashaco, Inc.",,Los Angeles County,,
CA,"Kashaco, Inc.",,Orange County,,
CA,AT&T,,Contra Costa County,,
CA,"Central Valley Eggs, LLC",,Kern County,,
CA,Rose Cafe,,Los Angeles County,,
CA,"Acutus Medical, Inc.",,San Diego County,,
CA,The Vons Companies Inc.,,Los Angeles County,,
CA,Jabil Inc.,,Orange County,,
CA,Harpoon Henrys,,Orange County,,
CA,Urban Alchemy,,San Francisco County,,
CA,Ubisoft,,San Francisco County,,
CA,"Central Valley Eggs, LLC",,Kern County,,
CA,"Lulus Fashion Lounge, LLC",,Butte County,,
CA,"Mountain Valley Express, LLC",,Alameda County,,
CA,"Mountain Valley Express, LLC",,Riverside County,,
CA,"Mountain Valley Express, LLC",,San Bernardino County,,
CA,"Mountain Valley Express, LLC",,San Joaquin County,,
CA,"Mountain Valley Express, LLC",,Tulare County,,
CA,"GXO Logistics Supply Chain, Inc.",,San Bernardino County,,
CA,Adventist Health Simi Valley,,Ventura County,,
CA,The Boeing Company,,Kern County,,
CA,The Boeing Company,,Los Angeles County,,
CA,The Boeing Company,,Los Angeles County,,
CA,The Boeing Company,,Los Angeles County,,
CA,The Boeing Company,,Orange County,,
CA,The Boeing Company,,Orange County,,
CA,"Bavarian Nordic, Inc.",,San Diego County,,
CA,"TVI, Inc. dba Savers",,Contra Costa County,,
CA,DMSI,,Kern County,,
CA,DMSI,,Kern County,,
CA,DMSI,,Riverside County,,
CA,DMSI,,Riverside County,,
CA,DMSI,,Riverside County,,
CA,DMSI,,Riverside County,,
CA,"Faros Unlimited, Inc",,Los Angeles County,,
CA,"Faros Unlimited, Inc",,Los Angeles County,,
CA,Safeway,,San Francisco County,,
CA,Corteva Agriscience LLC,,Contra Costa County,,
CA,UMA Enterprises,,Los Angeles County,,
CA,UMA Enterprises,,San Bernardino County,,
CA,"Divergent Technologies, Inc.",,Los Angeles County,,
CA,"F2 TPS, LLC",,Los Angeles County,,
CA,"F2 TPS, LLC",,Orange County,,
CA,Plenty Unlimited Inc.,,Los Angeles County,,
CA,ECAMSECURE,,Los Angeles County,,
CA,"SDH Services West, LLC",,Santa Clara County,,
CA,"SDH Services West, LLC",,Santa Clara County,,
CA,"SDH Services West, LLC",,Santa Clara County,,
CA,"SDH Services West, LLC",,Santa Clara County,,
CA,"SDH Services West, LLC",,Santa Clara County,,
CA,Golden Gate University,,San Francisco County,,
CA,"McDonalds Restaurants of California, Inc.",,Alameda County,,
CA,"McDonalds Restaurants of California, Inc.",,Los Angeles County,,
CA,CVS,,Monterey County,,
CA,Paramount Global,,Los Angeles County,,
CA,Paramount Global,,Los Angeles County,,
CA,"Vytalogy Wellness, LLC",,Los Angeles County,,
CA,"Vytalogy Wellness, LLC",,Los Angeles County,,
CA,"Vytalogy Wellness, LLC",,Los Angeles County,,
CA,Alstom Transportation Inc,,Solano County,,
CA,Alstom Transportation Inc,,Solano County,,
CA,Alstom Transportation Inc,,Solano County,,
CA,"Central Valley Eggs, LLC",,Kern County,,
CA,"Central Valley Eggs, LLC",,Kern County,,
CA,Toca Madera West Hollywood dba Knightlife Collective LLC,,Los Angeles County,,
CA,HTX Services LLC,,Los Angeles County,,
CA,Deliverimates LLC,,Santa Clara County,,
CA,"McDonald&rsquo;s Restaurants of California, Inc.",,Los Angeles County,,
CA,PRIDE Industries,,Solano County,,
CA,"Chedraui USA, Inc.",,San Bernardino County,,
CA,"CytomX Therapeutics, Inc.",,San Mateo County,,
CA,"Kohl&rsquo;s, Inc.",,Alameda County,,
CA,"Kohl&rsquo;s, Inc.",,Los Angeles County,,
CA,"Kohl&rsquo;s, Inc.",,Sacramento County,,
CA,"Kohl&rsquo;s, Inc.",,San Diego County,,
CA,EST 1977 Group LLC dba Rustys,,Los Angeles County,,
CA,"Republic National Distributing Company, LLC",,Orange County,,
CA,Liberated Brands,,Orange County,,
CA,Liberated Brands,,Orange County,,
CA,"Kohl&rsquo;s, Inc.",,San Bernardino County,,
CA,Safeway Inc.,,Santa Clara County,,
CA,"Republic National Distributing Company, LLC",,Alameda County,,
CA,"Guitar Center, Inc.",,Los Angeles County,,
CA,Qualcomm Incorporated,,San Diego County,,
CA,"Guitar Center, Inc.",,Santa Clara County,,
CA,Summit Interconnect,,Orange County,,
CA,Macy's Inc,,Alameda County,,
CA,Macy's Inc,,Los Angeles County,,
CA,Mama Management USA LLC,,Los Angeles County,,
CA,Macy's Inc,,Orange County,,
CA,"Michael Nicholas Designs, LLC",,Orange County,,
CA,Macy's Inc,,Sacramento County,,
CA,Macy's Inc,,Sacramento County,,
CA,Rite Aid,,Santa Clara County,,
CA,Macy's Inc,,Marin County,,
CA,MotorTrend Group,,Los Angeles County,,
CA,Owens Valley Career Development Center,,Fresno County,,
CA,ACLU of Southern California,,Los Angeles County,,
CA,Draegers Supermarkets,,San Mateo County,,
CA,"IGM Biosciences, Inc.",,Santa Clara County,,
CA,Safeway Inc.,,Alameda County,,
CA,Safeway Inc.,,Alameda County,,
CA,"Columbus Manufacturing, Inc., a wholly-owned subsidiary of
the Hormel Foods Corporation",,Alameda County,,
CA,Amazon,,Los Angeles County,,
CA,Placer Labs Inc.,,Los Angeles County,,
CA,AppLovin Corporation,,Santa Clara County,,
CA,"Medical Manufacturing Technologies / Interface Catheter
Solutions",,Orange County,,
CA,Ortho Organizers Inc.,,San Diego County,,
CA,Aurora Solar Inc.,,San Francisco County,,
CA,Renesas Electronics Corporation,,Santa Clara County,,
CA,Renesas Electronics Corporation,,Santa Clara County,,
CA,Macy's Inc,,Sacramento County,,
CA,ECAMSECURE,,Los Angeles County,,
CA,"Del Monte Foods, Inc.",,Kings County,,
CA,"Fast Ride Moto, LLC",,San Diego County,,
CA,Quanex Homeshield LLC,,Yolo County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Riverside County,,
CA,Kaiser Foundation Hospitals,,San Mateo County,,
CA,Kaiser Foundation Hospitals,,Santa Clara County,,
CA,AT&T,,Contra Costa County,,
CA,"Evergreen Recycling, Inc",,Riverside County,,
CA,Universal Logistics Intermodal Inc.,,San Bernardino County,,
CA,Pasadena Park Healthcare & Wellness Center,,Los Angeles County,,
CA,"Joann Stores Support Center, Inc.",,Tulare County,,
CA,"Prime MSO, LLC",,Los Angeles County,,
CA,"ImmunityBio, Inc.",,Los Angeles County,,
CA,"ImmunityBio, Inc.",,Los Angeles County,,
CA,LEGOLAND,,San Diego County,,
CA,Biosense Webster Inc.,,Santa Clara County,,
CA,Foster Farms,,Stanislaus County,,
CA,Foster Farms,,Stanislaus County,,
CA,Foster Farms,,Stanislaus County,,
CA,Corteva Agriscience LLC,,Contra Costa County,,
CA,Pregis,,Los Angeles County,,
CA,Quantumscape Battery Inc.,,Santa Clara County,,
CA,InvenSense Inc.,,Santa Clara County,,
CA,Rich Products Corporation,,Los Angeles County,,
CA,"CARGO Therapeutics, Inc.",,San Mateo County,,
CA,Intel Corporation,,Sacramento County,,
CA,1 Click Logistics,,Sacramento County,,
CA,Sensata Technologies,,Santa Barbara County,,
CA,Walgreens,,Alameda County,,
CA,Walgreens,,Fresno County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,Kern County,,
CA,Walgreens,,Los Angeles County,,
CA,Walgreens,,Los Angeles County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,Los Angeles County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,Los Angeles County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,Los Angeles County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,Los Angeles County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,Los Angeles County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,Los Angeles County,,
CA,Walgreens,,Orange County,,
CA,Walgreens,,Orange County,,
CA,Walgreens,,Orange County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,San Luis Obispo County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,Santa Barbara County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,Santa Barbara County,,
CA,Walgreens,,Tulare County,,
CA,Surveillance Security Inc. of Unarmed Security Guards,,Ventura County,,
CA,"LGO Pasadena, LLC",,Los Angeles County,,
CA,Bloomingdale's San Francisco Centre,,San Francisco County,,
CA,Safeway,,Contra Costa County,,
CA,S&S Activewear,,Fresno County,,
CA,"Asana, Inc.",,San Francisco County,,
CA,St. Anne's Home,,San Francisco County,,
CA,"Okta, Inc.",,San Francisco County,,
CA,Cruise LLC,,San Francisco County,,
CA,Cruise LLC,,San Francisco County,,
CA,Cruise LLC,,San Francisco County,,
CA,Cruise LLC,,San Francisco County,,
CA,Cruise LLC,,Santa Clara County,,
CA,Renesas Electronics Corporation,,Santa Clara County,,
CA,"US Foods, Inc.",,Yolo County,,
CA,"Workday, Inc.",,Alameda County,,
CA,"Planet Express (LAX), LLC",,Los Angeles County,,
CA,"SDK Logistics, LLC",,Glenn County,,
CA,Walmart,,San Mateo County,,
CA,Infineon Technologies Americas Corp.,,Orange County,,
CA,Infineon Technologies Americas Corp.,,Riverside County,,
CA,Infineon Technologies Americas Corp.,,San Diego County,,
CA,"Salesforce, Inc.",,San Francisco County,,
CA,Infineon Technologies Americas Corp.,,Santa Clara County,,
CA,Infineon Technologies Americas Corp.,,Los Angeles County,,
CA,The Breakfast Club,,Los Angeles County,,
CA,"Acutus Medical, Inc.",,San Diego County,,
CA,"Barrel Ten Quarter Circle, Inc.",,San Joaquin County,,
CA,"Bronco Wine Company and its affiliated entities Bivio
Transport and Logistics Company, LLC and WC Ag",,Stanislaus County,,
CA,"Barrel Ten Quarter Circle, Inc.",,Napa County,,
CA,Royal Custom Designs LLC,,San Bernardino County,,
CA,LogRhythm Inc dba Exabeam,,San Mateo County,,
CA,AMERI-KLEEN dba Sanitation Specialists,,San Benito County,,
CA,AMERI-KLEEN dba Sanitation Specialists,,Santa Clara County,,
CA,Adventist Health Simi Valley,,Ventura County,,
CA,"Bio-Rad Laboratories, Inc.",,Alameda County,,
CA,"Bio-Rad Laboratories, Inc.",,Alameda County,,
CA,"Bio-Rad Laboratories, Inc.",,Contra Costa County,,
CA,"Bio-Rad Laboratories, Inc.",,Contra Costa County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,ECAMSECURE,,Los Angeles County,,
CA,"Sacramento Motorcars LLC dba Nissan of Elk Grove, Mazda
of Elk Grove, Quick Lube, and Elk Grove Cust",,Sacramento County,,
CA,"Sacramento Motorcars LLC dba Nissan of Elk Grove, Mazda
of Elk Grove, Quick Lube, and Elk Grove Cust",,Sacramento County,,
CA,"Sacramento Motorcars LLC dba Nissan of Elk Grove, Mazda
of Elk Grove, Quick Lube, and Elk Grove Cust",,Sacramento County,,
CA,"Sacramento Motorcars LLC dba Nissan of Elk Grove, Mazda
of Elk Grove, Quick Lube, and Elk Grove Cust",,Sacramento County,,
CA,"Jewish Family Service of San Diego, Inc.",,San Diego County,,
CA,Telesign Corporation,,Los Angeles County,,
CA,MasterBrand Cabinets LLC,,San Bernardino County,,
CA,"CareFusion Resources, LLC, a subsidiary of Becton, Dickinson
and Company",,San Diego County,,
CA,"CareFusion Resources, LLC, a subsidiary of Becton, Dickinson
and Company",,San Diego County,,
CA,Safeway,,Solano County,,
CA,Together Logistics LLC,,Los Angeles County,,
CA,"Illumina, Inc.",,San Diego County,,
CA,Flagship Facility Services LLC,,Alameda County,,
CA,Flagship Facility Services LLC,,Alameda County,,
CA,Flagship Facility Services LLC,,San Francisco County,,
CA,Flagship Facility Services LLC,,San Mateo County,,
CA,Flagship Facility Services LLC,,San Mateo County,,
CA,Flagship Facility Services LLC,,San Mateo County,,
CA,Flagship Facility Services LLC,,San Mateo County,,
CA,Flagship Facility Services LLC,,San Mateo County,,
CA,Flagship Facility Services LLC,,San Mateo County,,
CA,Flagship Facility Services LLC,,San Mateo County,,
CA,Flagship Facility Services LLC,,San Mateo County,,
CA,Flagship Facility Services LLC,,San Mateo County,,
CA,Flagship Facility Services LLC,,Santa Clara County,,
CA,"Panera, LLC",,San Bernardino County,,
CA,"Panera, LLC",,San Joaquin County,,
CA,"Ajinomoto Foods North America, Inc.",,Alameda County,,
CA,"F21 OpCo, LLC (F21)",,Los Angeles County,,
CA,"Niagara Bottling, LLC",,Los Angeles County,,
CA,STAAR Surgical Company,,Los Angeles County,,
CA,STAAR Surgical Company,,Orange County,,
CA,"Wood Candle Wick Technologies, Inc dba Makesy",,Orange County,,
CA,Rite Aid,,Orange County,,
CA,"Smart & Final Logistics, LLC",,Riverside County,,
CA,"Smart & Final Stores, LLC",,Riverside County,,
CA,Harvest Meat Company Inc.,,Los Angeles County,,
CA,Consolidated Entertainment LLC - Reading Cinemas,,San Diego County,,
CA,Harvest Meat Company Inc.,,San Diego County,,
CA,Kuehne + Nagel Inc.,,Los Angeles County,,
CA,Parker Engine Mobile,,Stanislaus County,,
CA,Nikola Corporation,,Los Angeles County,,
CA,Nikola Corporation,,Los Angeles County,,
CA,"Clarion Management, Inc.",,Los Angeles County,,
CA,"Clarion Management, Inc.",,Los Angeles County,,
CA,"Clarion Management, Inc.",,Los Angeles County,,
CA,"Clarion Management, Inc.",,Los Angeles County,,
CA,"Clarion Management, Inc.",,Orange County,,
CA,"Clarion Management, Inc.",,Riverside County,,
CA,"Clarion Management, Inc.",,Riverside County,,
CA,"Clarion Management, Inc.",,Sacramento County,,
CA,"Clarion Management, Inc.",,San Bernardino County,,
CA,"Clarion Management, Inc.",,San Bernardino County,,
CA,"Clarion Management, Inc.",,San Bernardino County,,
CA,"Clarion Management, Inc.",,San Bernardino County,,
CA,"Clarion Management, Inc.",,San Bernardino County,,
CA,"Clarion Management, Inc.",,San Bernardino County,,
CA,"Clarion Management, Inc.",,San Bernardino County,,
CA,"Clarion Management, Inc.",,Ventura County,,
CA,Nikola Corporation,,Los Angeles County,,
CA,Nikola Corporation,,San Bernardino County,,
CA,Nikola Corporation,,San Bernardino County,,
CA,"Zendesk, Inc.",,San Francisco County,,
CA,Nikola Corporation,,Yolo County,,
CA,Corning Optical Communications LLC,,Santa Clara County,,
CA,"Neovia Logistics Distribution, LP",,Orange County,,
CA,Burke Williams,,San Francisco County,,
CA,Nucor Buildings Group West LLC,,San Joaquin County,,
CA,"Technicolor Creative Services US, Inc.",,Los Angeles County,,
CA,Corteva Agriscience LLC,,Contra Costa County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Alameda County,,
CA,Kaiser Foundation Hospitals,,Contra Costa County,,
CA,Kaiser Foundation Hospitals,,Contra Costa County,,
CA,Four Points by Sheraton,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Los Angeles County,,
CA,Kaiser Foundation Hospitals,,Orange County,,
CA,Kaiser Foundation Hospitals,,Placer County,,
CA,Kaiser Foundation Hospitals,,San Bernardino County,,
CA,Kaiser Foundation Hospitals,,San Diego County,,
CA,Kaiser Foundation Hospitals,,San Diego County,,
CA,Kaiser Foundation Hospitals,,San Mateo County,,
CA,Kaiser Foundation Hospitals,,Santa Clara County,,
CA,Kaiser Foundation Hospitals,,Stanislaus County,,
CA,Castle Oaks Golf Club,,Amador County,,
CA,Benchmark Precision Technologies,,Alameda County,,
CA,City National Bank,,Los Angeles County,,
CA,City National Bank,,Los Angeles County,,
CA,"F21 OpCO, LLC dba Forever 21",,Orange County,,
CA,"Genesis Supreme RV, Inc.",,Riverside County,,
CA,"F21 OpCO, LLC dba Forever 21",,Riverside County,,
CA,"F21 OpCO, LLC dba Forever 21",,San Bernardino County,,
CA,"F21 OpCO, LLC dba Forever 21",,San Bernardino County,,
CA,"F21 OpCO, LLC dba Forever 21",,San Bernardino County,,
CA,"WB Games Inc. and WarnerMedia Services, LLC",,San Diego County,,
CA,"F21 OpCO, LLC dba Forever 21",,Orange County,,
CA,"F21 OpCO, LLC dba Forever 21",,Los Angeles County,,
CA,"F21 OpCO, LLC dba Forever 21",,Los Angeles County,,
CA,Bristol Myers Squibb,,San Mateo County,,
CA,Google,,Orange County,,
CA,Google,,Orange County,,
CA,AMERI-KLEEN DBA SANITATION SPECIALISTS,,Ventura County,,
CA,"GEP Administrative Services, LLC dba Entertainment Partners",,Los Angeles County,,
CA,"GEP Administrative Services, LLC dba Entertainment Partners",,Los Angeles County,,
CA,Charter Communications,,Los Angeles County,,
CA,"GXO Logistics Supply Chain, Inc.",,San Bernardino County,,
CA,"Autodesk, Inc.",,San Francisco County,,
CA,"CBRE, Inc.",,Los Angeles County,,
CA,"CBRE, Inc.",,Los Angeles County,,
CA,"CBRE, Inc.",,Orange County,,
CA,"CBRE, Inc.",,Orange County,,
CA,"Joann Stores Support Center, Inc.",,Los Angeles County,,
CA,UPS,,Los Angeles County,,
CA,UPS,,Los Angeles County,,
CA,Cruise LLC,,San Francisco County,,
CA,Cruise LLC,,San Francisco County,,
CA,Cruise LLC,,San Francisco County,,
CA,Cruise LLC,,Santa Clara County,,
CA,Cruise LLC,,Santa Clara County,,
CA,PT Solutions,,Fresno County,,
CA,PT Solutions,,Sacramento County,,
CA,PT Solutions,,San Joaquin County,,
CA,PT Solutions,,San Joaquin County,,
CA,PT Solutions,,San Joaquin County,,
CA,PT Solutions,,San Joaquin County,,
CA,PT Solutions,,San Joaquin County,,
CA,Wells Fargo,,San Francisco County,,
CA,"Primo Brands, Inc.",,Alameda County,,
CA,Central Garden & Pet,,Contra Costa County,,
CA,Laboratory Corporation of America Holdings,,Los Angeles County,,
CA,"Primo Brands, Inc.",,Santa Clara County,,
CA,Maersk Warehousing & Distribution Services USA LLC,,Riverside County,,
CA,"Catholic Charities, Diocese of San Diego",,Imperial County,,
CA,"Catholic Charities, Diocese of San Diego",,San Diego County,,
CA,"LUKE Holdings, Inc.",,San Diego County,,
CA,"Stockton Recycling, Inc.",,San Joaquin County,,
CA,"Primo Brands, Inc.",,Los Angeles County,,
CA,"Centerra, a subsidiary of Constellis, LLC",,Imperial County,,
CA,"Centerra, a subsidiary of Constellis, LLC",,San Diego County,,
CA,"Bell-Carter Foods, LLC",,Tehama County,,
CA,"Bell-Carter Foods, LLC",,Tehama County,,
CA,"Bell-Carter Foods, LLC",,Tehama County,,
CA,"Bell-Carter Foods, LLC",,Tehama County,,
CA,Hearthside Food Solutions,,Orange County,,
CA,"Robert Kaufman Co., Inc.",,Los Angeles County,,
CA,"Gate Gourmet, Inc.",,San Francisco County,,
CA,Penney OpCo LLC dba JCPenney,,San Mateo County,,
CA,"F&E Aircraft Maintenance dba FEAM Aero, LLC",,Riverside County,,
CA,onsemi,,Santa Clara County,,
CA,"Robert Kaufman Co., Inc.",,Los Angeles County,,
CA,"Robert Kaufman Co., Inc.",,Los Angeles County,,
CA,"Robert Kaufman Co., Inc.",,Los Angeles County,,
CA,Cepheid,,Alameda County,,
CA,Cepheid,,Alameda County,,
CA,Cepheid,,San Joaquin County,,
CA,Cepheid,,San Joaquin County,,
CA,Cepheid,,San Joaquin County,,
CA,Cepheid,,San Joaquin County,,
CA,"Sutro Biopharma, Inc.",,San Mateo County,,
CA,"Sutro Biopharma, Inc.",,San Mateo County,,
CA,Cepheid,,Santa Clara County,,
CA,Cepheid,,Santa Clara County,,
CA,Cepheid,,Santa Clara County,,
CA,Cepheid,,Santa Clara County,,
CA,Cepheid,,Santa Clara County,,
CA,Cepheid,,Santa Clara County,,
CA,Cepheid,,Santa Clara County,,
CA,Cepheid,,Santa Clara County,,
CA,Novartis Pharmaceuticals Corporation,,San Diego County,,
CA,Corteva Agriscience LLC,,Contra Costa County,,
CA,AT&T,,Los Angeles County,,
CA,Amazon,,Ventura County,,
CA,Southern California Edison Company,,Los Angeles County,,
CA,"Mattel, Inc.",,Los Angeles County,,
CA,Atara Biotherapeutics,,Ventura County,,
CA,CVS,,Los Angeles County,,
CA,Cruise LLC,,San Francisco County,,
CA,"CARGO Therapeutics, Inc.",,San Mateo County,,
CA,Cruise LLC,,Santa Clara County,,
CA,Collins Aerospace,,Los Angeles County,,
CA,Collins Aerospace,,San Diego County,,
CA,"Southeast Service Corporation dba SSC Services for
Education",,Contra Costa County,,
CA,"Rem Optical Company, Inc., dba De Rigo Rem",,Los Angeles County,,
CA,"Robert Kaufman Co., Inc.",,Los Angeles County,,
CA,"Robert Kaufman Co., Inc.",,Los Angeles County,,
CA,"Robert Kaufman Co., Inc.",,Los Angeles County,,
CA,"Niantic, Inc.",,San Francisco County,,
CA,"Duke's Malibu, LLC",,Los Angeles County,,
CA,AppLovin Corporation,,Santa Clara County,,
CA,"Key Energy Services, LLC",,Kern County,,
CA,Hyatt Corporation dba Waterfront Hotel,,Alameda County,,
CA,San Jose Distribution Services Inc,,Santa Clara County,,
CA,Sodexo,,Solano County,,
CA,American Academy of Dramatic Arts,,Los Angeles County,,
CA,"Primo Brands, Inc.",,Los Angeles County,,
CA,"Primo Brands, Inc.",,Orange County,,
CA,First Student,,Riverside County,,
CA,"Primo Brands, Inc.",,Riverside County,,
CA,SK hynix America Inc. (SKHYA),,Sacramento County,,
CA,SK hynix America Inc. (SKHYA),,Santa Clara County,,
CA,"Primo Brands, Inc.",,Los Angeles County,,
CA,Milgard Manufacturing LLC,,Ventura County,,
CA,"Nkarta, Inc.",,San Mateo County,,
CA,"Nkarta, Inc.",,San Mateo County,,
CA,"Gilead Sciences, Inc.",,San Mateo County,,
CA,"Roche Molecular Systems, Inc.",,Santa Clara County,,
CA,Novartis Pharmaceuticals Corporation,,San Diego County,,
CA,"Brinker International Payroll Company, L.P.",,Los Angeles County,,
CA,"Redemption Restaurants, LLC dba Chick-fil-A",,Los Angeles County,,
CA,"Classic Beverage of Southern California, LLC",,Los Angeles County,,
CA,Memorial Care,,Los Angeles County,,
CA,"Transdev Services, Inc.",,Shasta County,,
CA,"Ardent Mills, LLC",,Sutter County,,
CA,"Block, Inc.",,Alameda County,,
CA,"Cali Nail Market, Inc.",,Orange County,,
CA,"Cali Nail Market, Inc.",,Orange County,,
CA,Crothall Healthcare,,Riverside County,,
CA,"ST. Distributing Co., LLC",,Los Angeles County,,
CA,"ST. Distributing Co., LLC",,San Diego County,,
CA,"Classic Beverage of Southern California, LLC",,San Diego County,,
CA,Cruise LLC,,San Francisco County,,
CA,All For Kids,,Orange County,,
CA,Chevron,,Contra Costa County,,
CA,"ImmPact Bio USA Inc., a subsidiary of Lyell Immunopharma
Inc.",,Los Angeles County,,
CA,"Robert Kaufman Co., Inc.",,Los Angeles County,,
CA,"Robert Kaufman Co., Inc.",,Los Angeles County,,
CA,"McDonald's Restaurant of California, Inc.",,Fresno County,,
CA,FEAM Aero,,San Bernardino County,,
CA,Sodexo,,San Francisco County,,
CA,"McDonald's Restaurant of California, Inc.",,Los Angeles County,,
CA,"ActivCare Living, LLC",,Orange County,,
CA,Pfizer,,San Diego County,,
